"rep","variable","true","mean","sd","q5","q95","rhat","ess_bulk","ess_tail","bias","rel_bias_pct","covered"
5,"beta_alpha3",0.05,0.04795082616,0.00546414776874689,0.03904244405,0.0572044687,1.00091760931566,2740.83588588309,1534.10809988361,-0.00204917384,-4.09834768,TRUE
5,"sigma_nu_c",0.5,0.512527923375,0.0428812285559692,0.446948605,0.589684999,1.00338482574958,496.918264142246,716.311635762085,0.012527923375,2.50558467499999,TRUE
5,"sigma_nu_r",0.3,0.29811738759,0.0290140651723431,0.2531744095,0.3484906065,1.00582439947702,666.139123380217,1172.82997815562,-0.00188261240999998,-0.627537469999995,TRUE
5,"sigma_nu_cr",0.3,0.271536860445,0.0323469930021993,0.219938307,0.327981409,1.00144422661458,691.87192206217,940.341825340269,-0.028463139555,-9.48771318500001,TRUE
5,"sigma_alpha_intercept",0.08,0.0857490971255,0.00823013367864081,0.07283921665,0.0998661722,1.0086579848217,533.769691143807,964.281352179737,0.00574909712549999,7.18637140687499,TRUE
5,"w",0.52,0.519263177055,0.00495684359498772,0.5111600865,0.5274715985,1.00345395559231,877.678169226841,1254.89264009036,-0.000736822944999993,-0.141696720192306,TRUE
6,"beta_nu[1]",1.15,1.1477943833,0.0349602897990675,1.093068415,1.20658801,1.00223750309883,1166.73593945848,1783.01298634408,-0.00220561669999997,-0.191792756521736,TRUE
6,"beta_nu[2]",0.7,0.747754443175,0.0565172696797082,0.6533398975,0.8393391005,1.00824480147597,463.047148535183,841.644905937342,0.047754443175,6.82206331071429,TRUE
6,"beta_nu[3]",0.5,0.5116192785,0.0363473820903509,0.4497812705,0.5700521905,0.999227593450669,975.343052536554,1339.87835555197,0.0116192785,2.3238557,TRUE
6,"beta_nu[4]",0.3,0.299354305795,0.0407099300898466,0.2316846025,0.366195638,1.00349811998111,841.446195027328,1000.52420039249,-0.000645694204999991,-0.215231401666664,TRUE
6,"beta_alpha2",0.024,0.023704504726744,0.00606596884034752,0.01351294345,0.03375358885,1.00017978698357,3498.24713828791,1697.72775968351,-0.000295495273256001,-1.23123030523334,TRUE
6,"beta_alpha3",0.05,0.0436613773405,0.00578007128628848,0.0340706505,0.0530373153,1.00021486575681,2787.14053946431,1514.90057052605,-0.0063386226595,-12.677245319,TRUE
6,"sigma_nu_c",0.5,0.4934790692,0.0444169309764007,0.4246090105,0.567987973,1.00066403279191,593.931132268914,930.227547271725,-0.00652093079999999,-1.30418616,TRUE
6,"sigma_nu_r",0.3,0.29590611924,0.0282678156440809,0.252118937,0.3439921505,1.00002492325539,866.24974986098,1397.35558588886,-0.00409388076,-1.36462692,TRUE
6,"sigma_nu_cr",0.3,0.31503043457,0.0331087252687586,0.2657530995,0.3732015375,0.999520985998693,801.919428893626,1075.12191599621,0.01503043457,5.01014485666668,TRUE
6,"sigma_alpha_intercept",0.08,0.079704965692,0.00789768189102919,0.06730542335,0.09331819185,1.0006766174384,760.592619572956,1370.82685263704,-0.000295034308,-0.368792885,TRUE
6,"w",0.52,0.515013613445,0.00505768137961408,0.5067394665,0.5229294795,1.00103807407221,1581.32079635017,1678.90448433837,-0.00498638655500006,-0.958920491346164,TRUE
7,"beta_nu[1]",1.15,1.1652078004,0.0375888251934364,1.103922935,1.22895433,1.00195006167083,885.488201454735,1318.028328058,0.0152078004,1.32241742608696,TRUE
7,"beta_nu[2]",0.7,0.704406839285,0.0557251975356684,0.6135038565,0.7941430265,1.00359901004653,462.443918397979,503.813044984793,0.00440683928500007,0.629548469285725,TRUE
7,"beta_nu[3]",0.5,0.439474385375,0.0379483656927372,0.37762542,0.501123134,1.00200484505412,674.953796880042,1149.4504649626,-0.060525614625,-12.105122925,TRUE
7,"beta_nu[4]",0.3,0.33216856631,0.0352676773240176,0.2719774235,0.389408258,1.00182928558564,972.958972916913,1427.66007370122,0.03216856631,10.7228554366667,TRUE
7,"beta_alpha2",0.024,0.02619549641505,0.00636549671684664,0.015535773,0.03636433445,0.999423289908796,3487.8057020424,1146.46215944896,0.00219549641505,9.147901729375,TRUE
