"rep","subj","t0_mean","t0_q05","t0_q95","sv_mean","sv_q05","sv_q95","alpha_mean","alpha_q05","alpha_q95","t0_true","alpha_true","sv_true","t0_covered","sv_covered","alpha_covered"
1,46,0.187775325909407,0.181127775040728,0.193762750000998,0.537076408435,0.34590537,0.772322563,1.70222551872801,1.59085244537908,1.81712686685274,0.164826991083115,1.75908423640673,0.5,FALSE,TRUE,TRUE
1,47,0.190175237758243,0.183100001336874,0.196244010010851,0.51541925354,0.327878262,0.7048003185,1.76375352277498,1.64053897280258,1.8895083915021,0.162069514160984,1.93122123309792,0.5,FALSE,TRUE,FALSE
1,48,0.224837704530386,0.217838529871584,0.232119861197406,0.50456873124,0.3236906,0.6888643485,1.63580317820023,1.52675459995172,1.75318072533817,0.19567755174091,1.58148396241979,0.5,FALSE,TRUE,TRUE
1,49,0.234974122434908,0.227602361370542,0.24280203626512,0.53582320782,0.333427393,0.767445079,1.54807616773875,1.43786809062899,1.65416149373165,0.230015539057367,1.42526055010026,0.5,TRUE,TRUE,FALSE
1,50,0.266758988669825,0.258200596821504,0.276316661287644,0.5358503433,0.346751546,0.7462693175,1.84078583495115,1.71556741240673,1.97208483935138,0.235572926893094,2.04253009104933,0.5,FALSE,TRUE,FALSE
1,51,0.186667448874068,0.180189886529408,0.192359923180899,0.502048284233,0.3109775155,0.695244039,1.86748787556161,1.74772200415299,1.9902921622231,0.189685685233302,1.89473598656219,0.5,TRUE,TRUE,TRUE
1,52,0.231719995155576,0.224510755898878,0.23887598129112,0.522016555695,0.3286314065,0.734884777,1.72155875647431,1.60118634004728,1.84611563324434,0.233401704062992,1.64455868280574,0.5,TRUE,TRUE,TRUE
1,53,0.189185874584127,0.182256351273978,0.195156986749215,0.515965728945,0.3162254925,0.718606595,1.89725139463265,1.77298060296566,2.02118797393208,0.176261817285532,1.80408289976164,0.5,FALSE,TRUE,TRUE
1,54,0.206121226629449,0.198873459564236,0.212470301035909,0.578239991965,0.382773425,0.8374247245,1.96188540223478,1.83823093454533,2.09493626477576,0.186699682033975,2.05944383775258,0.5,FALSE,TRUE,TRUE
1,55,0.240168698708631,0.232530378319034,0.247863093268762,0.452808514395,0.2741483915,0.615711751,2.15273198358373,2.01390433571757,2.29325104400597,0.208396926694388,2.36724157535801,0.5,FALSE,TRUE,FALSE
1,56,0.261644055097757,0.253456475919038,0.269966979548552,0.572968092425,0.3744145735,0.810292028,1.86508545709741,1.74179511147943,1.99140872424241,0.206488008749028,1.87058882685655,0.5,FALSE,TRUE,TRUE
1,57,0.222426988472725,0.215353021258055,0.229301307281848,0.587001363985,0.3791148955,0.868687474,1.72456684525239,1.61124046504895,1.844450996278,0.23047698008881,1.713164243262,0.5,FALSE,TRUE,TRUE
